UserID,Timepoint,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z
G0004,2023-03-17T12:16:08.9870000Z,0,0,0,-10.03,-5.52,29.88,-10.05,-7.09,52.83,0,0,0,-0.69,13.32,29.09,-1.98,24.81,48.97
G0004,2023-03-17T12:16:12.6910000Z,0,0,0,-10.03,-5.51,29.88,-10.02,-7.05,52.83,0,0,0,-0.72,13.33,29.08,-2.02,24.8,48.97
G0004,2023-03-17T12:16:16.3160000Z,0,0,0,-10.02,-5.53,29.88,-10.04,-7.11,52.83,0,0,0,-0.71,13.33,29.08,-2.02,24.84,48.95
G0004,2023-03-17T12:16:20.2690000Z,0,0,0,-10.05,-5.52,29.87,-10.05,-7.08,52.82,0,0,0,-0.68,13.33,29.08,-1.95,24.84,48.96
G0004,2023-03-17T12:16:23.8940000Z,0,0,0,-10.03,-5.51,29.88,-10.02,-7.07,52.83,0,0,0,-0.72,13.32,29.09,-2.01,24.8,48.98
G0004,2023-03-17T12:16:27.5500000Z,0,0,0,-10.05,-5.52,29.87,-10.12,-7.11,52.82,0,0,0,-0.72,13.33,29.08,-2.04,24.83,48.96
G0004,2023-03-17T12:16:31.7080000Z,0,0,0,-10.03,-5.49,29.89,-10.12,-7.07,52.83,0,0,0,-0.74,13.33,29.08,-2.06,24.81,48.97
G0004,2023-03-17T12:11:13.3760000Z,0,0,0,-10.1,-5.35,29.89,-10.14,-6.9,52.84,0,0,0,-0.72,13.33,29.08,-2.03,24.83,48.96
G0004,2023-03-17T12:11:17.2220000Z,0,0,0,-10.09,-5.39,29.89,-10.12,-6.94,52.83,0,0,0,-0.75,13.34,29.08,-2.07,24.83,48.96
G0004,2023-03-17T12:11:21.0660000Z,0,0,0,-10.08,-5.41,29.88,-10.08,-6.97,52.83,0,0,0,-0.73,13.32,29.09,-2.04,24.79,48.98
G0004,2023-03-17T12:11:24.6770000Z,0,0,0,-10.09,-5.41,29.88,-10.06,-6.96,52.83,0,0,0,-0.71,13.31,29.09,-2.01,24.8,48.97
G0004,2023-03-17T12:11:28.5370000Z,0,0,0,-10.1,-5.37,29.88,-10.12,-6.9,52.83,0,0,0,-0.7,13.33,29.08,-2,24.84,48.95
G0004,2023-03-17T12:11:32.2090000Z,0,0,0,-10.09,-5.41,29.88,-10.09,-6.97,52.83,0,0,0,-0.69,13.33,29.09,-1.97,24.8,48.98
G0004,2023-03-17T12:11:36.1150000Z,0,0,0,-10.08,-5.43,29.88,-10.11,-7.02,52.83,0,0,0,-0.72,13.32,29.09,-2.03,24.82,48.96
G0004,2023-03-17T12:11:39.8810000Z,0,0,0,-10.08,-5.42,29.88,-10.18,-7.01,52.83,0,0,0,-0.71,13.33,29.08,-2.01,24.81,48.97
G0004,2023-03-17T12:11:43.5530000Z,0,0,0,-10.11,-5.39,29.88,-10.19,-6.95,52.83,0,0,0,-0.73,13.33,29.08,-2.03,24.81,48.97
G0004,2023-03-17T12:11:47.3970000Z,0,0,0,-10.08,-5.41,29.88,-10.11,-6.99,52.83,0,0,0,-0.7,13.33,29.08,-1.99,24.84,48.95
G0004,2023-03-17T12:11:51.1630000Z,0,0,0,-10.07,-5.45,29.88,-10.1,-7.05,52.82,0,0,0,-0.72,13.33,29.08,-2.01,24.8,48.97
G0004,2023-03-17T12:11:54.6630000Z,0,0,0,-10.07,-5.42,29.89,-10.14,-6.99,52.83,0,0,0,-0.69,13.33,29.08,-1.96,24.8,48.98
G0004,2023-03-17T12:11:58.4140000Z,0,0,0,-10.07,-5.44,29.88,-10.07,-7,52.83,0,0,0,-0.71,13.33,29.09,-1.99,24.8,48.98
G0004,2023-03-17T12:12:02.1330000Z,0,0,0,-10.08,-5.43,29.88,-10.1,-7,52.83,0,0,0,-0.71,13.32,29.09,-2.01,24.79,48.98
G0004,2023-03-17T12:12:05.7900000Z,0,0,0,-10.07,-5.44,29.88,-10.1,-7.02,52.83,0,0,0,-0.73,13.33,29.08,-2.03,24.8,48.97
G0004,2023-03-17T12:12:09.7120000Z,0,0,0,-10.07,-5.44,29.88,-10.13,-7.02,52.83,0,0,0,-0.77,13.31,29.09,-2.11,24.81,48.97
G0004,2023-03-17T12:12:13.4630000Z,0,0,0,-10.06,-5.46,29.88,-10.09,-7.04,52.83,0,0,0,-0.77,13.32,29.09,-2.12,24.81,48.96
G0004,2023-03-17T12:12:17.3690000Z,0,0,0,-10.09,-5.42,29.88,-10.1,-6.96,52.83,0,0,0,-0.75,13.33,29.08,-2.07,24.8,48.97
G0004,2023-03-17T12:12:21.1360000Z,0,0,0,-10.07,-5.46,29.88,-10.16,-7.05,52.83,0,0,0,-0.71,13.32,29.09,-2,24.79,48.98
G0004,2023-03-17T12:12:24.8540000Z,0,0,0,-10.06,-5.46,29.88,-10.09,-7.03,52.83,0,0,0,-0.73,13.32,29.09,-2.03,24.79,48.98
G0004,2023-03-17T12:12:28.6670000Z,0,0,0,-10.05,-5.44,29.89,-10.06,-6.99,52.84,0,0,0,-0.72,13.33,29.08,-2.02,24.8,48.97
G0004,2023-03-17T12:12:32.1990000Z,0,0,0,-10.05,-5.47,29.89,-10.03,-7.03,52.83,0,0,0,-0.71,13.35,29.08,-1.99,24.83,48.96
G0004,2023-03-17T12:12:35.8710000Z,0,0,0,-10.05,-5.46,29.88,-10.08,-7.02,52.83,0,0,0,-0.7,13.32,29.09,-1.99,24.82,48.96
G0004,2023-03-17T12:12:39.5740000Z,0,0,0,-10.08,-5.45,29.88,-10.11,-7.01,52.83,0,0,0,-0.69,13.32,29.09,-1.96,24.8,48.98
G0004,2023-03-17T12:12:43.3080000Z,0,0,0,-10.06,-5.47,29.88,-10.12,-7.05,52.83,0,0,0,-0.68,13.33,29.08,-1.94,24.81,48.97
G0004,2023-03-17T12:12:46.9490000Z,0,0,0,-10.04,-5.48,29.89,-9.98,-7.04,52.83,0,0,0,-0.72,13.32,29.09,-2.01,24.79,48.98
G0004,2023-03-17T12:12:50.6830000Z,0,0,0,-10.04,-5.48,29.89,-10.02,-7.05,52.83,0,0,0,-0.71,13.33,29.08,-2,24.81,48.97
G0004,2023-03-17T12:12:54.4340000Z,0,0,0,-10.07,-5.45,29.88,-10.11,-7.01,52.83,0,0,0,-0.73,13.32,29.09,-2.04,24.82,48.96
G0004,2023-03-17T12:12:58.3410000Z,0,0,0,-10.07,-5.45,29.88,-10.14,-7.02,52.83,0,0,0,-0.72,13.33,29.08,-2.04,24.84,48.95
G0004,2023-03-17T12:13:01.9680000Z,0,0,0,-10.06,-5.46,29.88,-10.08,-7.03,52.83,0,0,0,-0.71,13.32,29.09,-2,24.79,48.98
G0004,2023-03-17T12:13:05.5780000Z,0,0,0,-10.07,-5.43,29.89,-10.09,-6.99,52.83,0,0,0,-0.7,13.33,29.08,-2,24.84,48.95
G0004,2023-03-17T12:13:09.3290000Z,0,0,0,-10.05,-5.47,29.88,-10.07,-7.04,52.83,0,0,0,-0.71,13.32,29.09,-2.01,24.82,48.97
G0004,2023-03-17T12:13:12.9860000Z,0,0,0,-10.05,-5.5,29.88,-10.06,-7.09,52.83,0,0,0,-0.75,13.33,29.08,-2.08,24.83,48.96
G0004,2023-03-17T12:13:16.6900000Z,0,0,0,-10.05,-5.49,29.88,-10.04,-7.04,52.83,0,0,0,-0.76,13.32,29.08,-2.09,24.79,48.98
G0004,2023-03-17T12:13:20.6900000Z,0,0,0,-10.05,-5.46,29.89,-10.04,-7,52.84,0,0,0,-0.73,13.32,29.09,-2.05,24.81,48.97
G0004,2023-03-17T12:13:24.3790000Z,0,0,0,-10.03,-5.51,29.88,-10.01,-7.08,52.83,0,0,0,-0.73,13.31,29.09,-2.04,24.77,48.99
G0004,2023-03-17T12:13:28.0350000Z,0,0,0,-10.04,-5.5,29.88,-9.98,-7.07,52.83,0,0,0,-0.78,13.31,29.09,-2.13,24.8,48.97
G0004,2023-03-17T12:13:31.7380000Z,0,0,0,-10.08,-5.44,29.88,-10.11,-7,52.83,0,0,0,-0.72,13.33,29.08,-2.02,24.81,48.97
G0004,2023-03-17T12:13:35.4730000Z,0,0,0,-10.05,-5.49,29.88,-10.07,-7.07,52.83,0,0,0,-0.74,13.32,29.09,-2.06,24.82,48.96
G0004,2023-03-17T12:13:39.1450000Z,0,0,0,-10.05,-5.49,29.88,-10.07,-7.07,52.83,0,0,0,-0.75,13.31,29.09,-2.06,24.77,48.99
G0004,2023-03-17T12:13:42.5980000Z,0,0,0,-10.04,-5.46,29.89,-10.12,-7.04,52.83,0,0,0,-0.72,13.33,29.08,-2.02,24.81,48.97
G0004,2023-03-17T12:13:46.1920000Z,0,0,0,-10.05,-5.47,29.88,-10.11,-7.05,52.83,0,0,0,-0.72,13.31,29.09,-2.04,24.81,48.97
G0004,2023-03-17T12:13:49.9740000Z,0,0,0,-10.05,-5.5,29.88,-10.04,-7.07,52.83,0,0,0,-0.75,13.32,29.09,-2.09,24.82,48.96
G0004,2023-03-17T12:13:53.4580000Z,0,0,0,-10.05,-5.49,29.88,-10.08,-7.07,52.82,0,0,0,-0.76,13.33,29.08,-2.1,24.8,48.97
G0004,2023-03-17T12:13:57.1460000Z,0,0,0,-10.05,-5.48,29.88,-10.11,-7.05,52.83,0,0,0,-0.76,13.32,29.09,-2.09,24.79,48.98
G0004,2023-03-17T12:14:01.1480000Z,0,0,0,-10.05,-5.47,29.88,-10.07,-7.03,52.83,0,0,0,-0.78,13.32,29.09,-2.13,24.79,48.98
G0004,2023-03-17T12:14:04.7570000Z,0,0,0,-10.04,-5.49,29.89,-10.11,-7.09,52.83,0,0,0,-0.76,13.33,29.08,-2.09,24.8,48.97
G0004,2023-03-17T12:14:08.8370000Z,0,0,0,-10.05,-5.47,29.88,-10.11,-7.05,52.83,0,0,0,-0.77,13.33,29.08,-2.1,24.8,48.97
G0004,2023-03-17T12:14:12.2750000Z,0,0,0,-10.06,-5.48,29.88,-10.08,-7.05,52.83,0,0,0,-0.75,13.32,29.08,-2.09,24.82,48.96
G0004,2023-03-17T12:14:16.0400000Z,0,0,0,-10.04,-5.5,29.88,-10.09,-7.09,52.83,0,0,0,-0.77,13.33,29.08,-2.12,24.83,48.96
G0004,2023-03-17T12:14:19.7290000Z,0,0,0,-10.05,-5.49,29.88,-10.07,-7.07,52.83,0,0,0,-0.73,13.34,29.08,-2.06,24.85,48.95
G0004,2023-03-17T12:14:23.5570000Z,0,0,0,-10.06,-5.44,29.89,-10.09,-6.98,52.84,0,0,0,-0.73,13.32,29.09,-2.05,24.82,48.96
G0004,2023-03-17T12:14:27.2290000Z,0,0,0,-10.05,-5.48,29.88,-10.07,-7.05,52.83,0,0,0,-0.74,13.32,29.09,-2.05,24.79,48.98
G0004,2023-03-17T12:14:30.9320000Z,0,0,0,-10.05,-5.45,29.89,-10.03,-6.99,52.84,0,0,0,-0.74,13.32,29.09,-2.06,24.79,48.98
G0004,2023-03-17T12:14:34.5880000Z,0,0,0,-10.04,-5.48,29.89,-10.02,-7.03,52.84,0,0,0,-0.72,13.34,29.08,-2.02,24.82,48.97
G0004,2023-03-17T12:14:38.2910000Z,0,0,0,-10.05,-5.45,29.89,-10.04,-6.98,52.84,0,0,0,-0.74,13.33,29.08,-2.06,24.8,48.97
G0004,2023-03-17T12:14:41.9480000Z,0,0,0,-10.05,-5.48,29.89,-10.1,-7.05,52.83,0,0,0,-0.7,13.33,29.08,-1.99,24.8,48.97
G0004,2023-03-17T12:14:45.6510000Z,0,0,0,-10.04,-5.47,29.89,-10.06,-7.02,52.83,0,0,0,-0.72,13.34,29.08,-2.03,24.85,48.95
G0004,2023-03-17T12:14:49.3080000Z,0,0,0,-10.04,-5.48,29.88,-10.03,-7.04,52.83,0,0,0,-0.71,13.33,29.08,-1.99,24.8,48.97
G0004,2023-03-17T12:14:53.0110000Z,0,0,0,-10.04,-5.47,29.89,-10.13,-7.04,52.83,0,0,0,-0.68,13.32,29.09,-1.96,24.82,48.96
G0004,2023-03-17T12:16:35.4110000Z,0,0,0,-10.01,-5.52,29.89,-10.02,-7.1,52.83,0,0,0,-0.75,13.31,29.09,-2.08,24.8,48.97
G0004,2023-03-17T12:16:39.1450000Z,0,0,0,-10.02,-5.51,29.89,-10.03,-7.07,52.83,0,0,0,-0.74,13.32,29.09,-2.06,24.82,48.96
G0004,2023-03-17T12:16:42.6920000Z,0,0,0,-10.03,-5.54,29.88,-10.02,-7.1,52.82,0,0,0,-0.74,13.32,29.09,-2.06,24.79,48.98
G0004,2023-03-17T12:16:46.4270000Z,0,0,0,-10.03,-5.52,29.88,-10.02,-7.08,52.83,0,0,0,-0.75,13.32,29.09,-2.08,24.82,48.96
G0004,2023-03-17T12:16:50.3170000Z,0,0,0,-10.02,-5.52,29.88,-10.03,-7.09,52.83,0,0,0,-0.73,13.33,29.08,-2.05,24.83,48.96
G0004,2023-03-17T12:16:53.9740000Z,0,0,0,-10.01,-5.56,29.88,-10.04,-7.16,52.83,0,0,0,-0.72,13.34,29.08,-2.03,24.85,48.95
G0004,2023-03-17T12:18:54.9250000Z,0,0,0,-10,-5.59,29.88,-9.98,-7.13,52.83,0,0,0,-0.82,13.32,29.08,-2.22,24.82,48.96
G0004,2023-03-17T12:18:58.5820000Z,0,0,0,-9.98,-5.59,29.89,-10.01,-7.16,52.83,0,0,0,-0.83,13.33,29.08,-2.22,24.79,48.97
G0004,2023-03-17T12:19:02.2850000Z,0,0,0,-9.98,-5.62,29.88,-9.99,-7.2,52.83,0,0,0,-0.82,13.31,29.09,-2.2,24.78,48.98
G0004,2023-03-17T12:19:05.8170000Z,0,0,0,-9.98,-5.6,29.88,-9.99,-7.18,52.83,0,0,0,-0.81,13.33,29.08,-2.19,24.8,48.97
G0004,2023-03-17T12:19:09.4730000Z,0,0,0,-10.02,-5.59,29.87,-10.04,-7.16,52.82,0,0,0,-0.82,13.32,29.08,-2.22,24.82,48.96
G0004,2023-03-17T12:19:13.1770000Z,0,0,0,-9.98,-5.6,29.88,-9.92,-7.15,52.83,0,0,0,-0.84,13.33,29.08,-2.24,24.83,48.95
G0004,2023-03-17T12:19:16.7730000Z,0,0,0,-9.98,-5.63,29.88,-9.99,-7.21,52.82,0,0,0,-0.81,13.32,29.08,-2.18,24.79,48.98
G0004,2023-03-17T12:19:20.7580000Z,0,0,0,-9.98,-5.6,29.88,-9.98,-7.16,52.83,0,0,0,-0.81,13.32,29.09,-2.19,24.78,48.98
G0004,2023-03-17T12:16:57.7090000Z,0,0,0,-10.02,-5.53,29.88,-10.07,-7.1,52.83,0,0,0,-0.72,13.33,29.08,-2.02,24.81,48.97
G0004,2023-03-17T12:17:01.3810000Z,0,0,0,-10.02,-5.53,29.88,-10,-7.08,52.83,0,0,0,-0.75,13.32,29.08,-2.06,24.8,48.98
G0004,2023-03-17T12:17:05.2410000Z,0,0,0,-10.01,-5.54,29.88,-10.06,-7.11,52.83,0,0,0,-0.74,13.31,29.09,-2.06,24.78,48.99
G0004,2023-03-17T12:17:08.9290000Z,0,0,0,-10,-5.55,29.89,-10,-7.11,52.83,0,0,0,-0.75,13.31,29.09,-2.07,24.78,48.99
G0004,2023-03-17T12:17:12.6640000Z,0,0,0,-10.01,-5.54,29.89,-9.98,-7.08,52.83,0,0,0,-0.73,13.32,29.09,-2.04,24.82,48.96
G0004,2023-03-17T12:17:16.4150000Z,0,0,0,-10.02,-5.55,29.88,-10.08,-7.14,52.82,0,0,0,-0.75,13.31,29.09,-2.08,24.81,48.97
G0004,2023-03-17T12:17:20.2120000Z,0,0,0,-10.01,-5.57,29.88,-10.06,-7.16,52.82,0,0,0,-0.75,13.31,29.09,-2.09,24.8,48.97
G0004,2023-03-17T12:17:23.8690000Z,0,0,0,-10.02,-5.57,29.88,-10.03,-7.16,52.82,0,0,0,-0.74,13.34,29.08,-2.07,24.85,48.95
G0004,2023-03-17T12:17:27.5730000Z,0,0,0,-10.02,-5.55,29.88,-9.97,-7.09,52.83,0,0,0,-0.72,13.31,29.09,-2.04,24.81,48.97
G0004,2023-03-17T12:17:31.2450000Z,0,0,0,-10.02,-5.55,29.88,-10.11,-7.15,52.82,0,0,0,-0.75,13.32,29.08,-2.09,24.82,48.96
G0004,2023-03-17T12:17:35.1510000Z,0,0,0,-10.01,-5.54,29.88,-9.99,-7.09,52.83,0,0,0,-0.78,13.32,29.09,-2.12,24.78,48.98
G0004,2023-03-17T12:17:38.9950000Z,0,0,0,-10.01,-5.59,29.88,-10.05,-7.19,52.82,0,0,0,-0.75,13.32,29.09,-2.08,24.82,48.96
G0004,2023-03-17T12:17:42.6200000Z,0,0,0,-10,-5.56,29.88,-10.04,-7.15,52.83,0,0,0,-0.76,13.33,29.08,-2.09,24.81,48.97
G0004,2023-03-17T12:17:46.2770000Z,0,0,0,-10.01,-5.53,29.89,-10.01,-7.09,52.83,0,0,0,-0.74,13.32,29.08,-2.06,24.83,48.96
G0004,2023-03-17T12:17:50.1060000Z,0,0,0,-10.02,-5.55,29.88,-10.07,-7.13,52.83,0,0,0,-0.73,13.33,29.08,-2.04,24.83,48.95
G0004,2023-03-17T12:17:53.8090000Z,0,0,0,-10.02,-5.56,29.88,-10.07,-7.14,52.82,0,0,0,-0.74,13.31,29.09,-2.05,24.78,48.98
G0004,2023-03-17T12:17:57.4030000Z,0,0,0,-10,-5.58,29.88,-10.05,-7.16,52.83,0,0,0,-0.72,13.32,29.09,-2.02,24.79,48.98
G0004,2023-03-17T12:18:01.6380000Z,0,0,0,-9.99,-5.58,29.89,-9.95,-7.14,52.83,0,0,0,-0.73,13.31,29.09,-2.04,24.78,48.99
G0004,2023-03-17T12:18:05.6220000Z,0,0,0,-9.99,-5.58,29.88,-10.02,-7.17,52.83,0,0,0,-0.75,13.31,29.09,-2.06,24.77,48.99
G0004,2023-03-17T12:18:09.2950000Z,0,0,0,-9.99,-5.6,29.88,-10.03,-7.18,52.83,0,0,0,-0.73,13.34,29.08,-2.04,24.82,48.97
G0004,2023-03-17T12:18:13.0140000Z,0,0,0,-10,-5.6,29.88,-10.01,-7.17,52.82,0,0,0,-0.75,13.33,29.08,-2.08,24.84,48.95
G0004,2023-03-17T12:18:16.4990000Z,0,0,0,-9.99,-5.58,29.88,-10,-7.13,52.83,0,0,0,-0.8,13.31,29.09,-2.16,24.77,48.98
G0004,2023-03-17T12:18:20.1860000Z,0,0,0,-9.99,-5.6,29.88,-9.92,-7.15,52.83,0,0,0,-0.78,13.32,29.09,-2.15,24.81,48.96
G0004,2023-03-17T12:18:24.1710000Z,0,0,0,-9.99,-5.57,29.89,-10.03,-7.14,52.83,0,0,0,-0.81,13.32,29.08,-2.2,24.82,48.96
G0004,2023-03-17T12:18:27.7500000Z,0,0,0,-9.99,-5.59,29.88,-9.92,-7.14,52.83,,,,,,,,,
G0004,2023-03-17T12:18:31.7030000Z,0,0,0,-9.99,-5.59,29.88,-10.02,-7.17,52.83,0,0,0,-0.75,13.31,29.09,-2.09,24.8,48.97
G0004,2023-03-17T12:18:35.4540000Z,0,0,0,-9.98,-5.6,29.88,-9.98,-7.17,52.83,0,0,0,-0.77,13.32,29.09,-2.12,24.82,48.96
G0004,2023-03-17T12:18:39.5330000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-17T12:18:43.9400000Z,0,0,0,-9.98,-5.59,29.89,-9.98,-7.15,52.83,0,0,0,-0.83,13.33,29.08,-2.22,24.8,48.97
G0004,2023-03-17T12:18:47.5650000Z,0,0,0,-9.97,-5.58,29.89,-10.03,-7.17,52.84,0,0,0,-0.81,13.32,29.08,-2.18,24.79,48.97
G0004,2023-03-17T12:18:51.2220000Z,0,0,0,-9.98,-5.62,29.88,-10.02,-7.22,52.82,0,0,0,-0.81,13.32,29.08,-2.2,24.82,48.96
G0004,2023-03-17T12:24:56.5780000Z,0,0,0,-9.82,-5.88,29.88,-9.78,-7.46,52.83,0,0,0,-0.87,13.32,29.08,-2.3,24.82,48.95
G0004,2023-03-17T12:25:00.4090000Z,0,0,0,-9.83,-5.87,29.88,-9.83,-7.46,52.83,0,0,0,-0.88,13.31,29.09,-2.31,24.76,48.98
G0004,2023-03-17T12:25:04.1250000Z,0,0,0,-9.82,-5.88,29.88,-9.8,-7.48,52.83,0,0,0,-0.87,13.32,29.08,-2.32,24.81,48.95
G0004,2023-03-17T12:25:07.9530000Z,0,0,0,-9.82,-5.89,29.88,-9.88,-7.52,52.82,0,0,0,-0.86,13.32,29.08,-2.3,24.81,48.96
G0004,2023-03-17T12:25:11.7030000Z,0,0,0,-9.83,-5.88,29.88,-9.82,-7.47,52.82,0,0,0,-0.89,13.31,29.09,-2.33,24.76,48.98
G0004,2023-03-17T12:25:15.5470000Z,0,0,0,-9.83,-5.89,29.88,-9.82,-7.49,52.82,0,0,0,-0.88,13.31,29.09,-2.32,24.77,48.98
G0004,2023-03-17T12:19:24.4300000Z,0,0,0,-9.97,-5.61,29.88,-10.01,-7.19,52.83,0,0,0,-0.84,13.32,29.08,-2.26,24.81,48.96
G0004,2023-03-17T12:19:28.0240000Z,0,0,0,-9.96,-5.63,29.89,-9.91,-7.19,52.83,0,0,0,-0.82,13.32,29.09,-2.21,24.81,48.96
G0004,2023-03-17T12:19:31.9620000Z,0,0,0,-9.96,-5.62,29.89,-9.96,-7.18,52.83,0,0,0,-0.8,13.33,29.08,-2.18,24.83,48.95
G0004,2023-03-17T12:19:35.6330000Z,0,0,0,-9.97,-5.62,29.88,-9.98,-7.18,52.83,0,0,0,-0.77,13.32,29.08,-2.12,24.82,48.96
G0004,2023-03-17T12:19:39.5550000Z,0,0,0,-9.96,-5.65,29.88,-9.92,-7.21,52.83,0,0,0,-0.79,13.32,29.09,-2.16,24.81,48.96
G0004,2023-03-17T12:19:43.5080000Z,0,0,0,-9.96,-5.64,29.88,-9.93,-7.19,52.83,0,0,0,-0.8,13.34,29.07,-2.17,24.82,48.96
G0004,2023-03-17T12:19:47.0870000Z,0,0,0,-9.96,-5.64,29.88,-9.95,-7.22,52.83,0,0,0,-0.8,13.31,29.09,-2.19,24.8,48.96
G0004,2023-03-17T12:19:50.7430000Z,0,0,0,-9.94,-5.67,29.88,-9.93,-7.25,52.83,0,0,0,-0.79,13.31,29.09,-2.15,24.78,48.98
G0004,2023-03-17T12:19:54.4460000Z,0,0,0,-9.96,-5.66,29.88,-9.97,-7.23,52.82,0,0,0,-0.76,13.32,29.09,-2.12,24.82,48.96
G0004,2023-03-17T12:19:58.4310000Z,0,0,0,-9.96,-5.64,29.88,-9.96,-7.2,52.83,0,0,0,-0.78,13.35,29.07,-2.13,24.84,48.95
G0004,2023-03-17T12:20:02.1340000Z,0,0,0,-9.94,-5.66,29.89,-9.96,-7.24,52.83,0,0,0,-0.79,13.31,29.09,-2.14,24.78,48.98
G0004,2023-03-17T12:20:05.7740000Z,0,0,0,-9.95,-5.66,29.88,-9.91,-7.21,52.83,0,0,0,-0.8,13.32,29.08,-2.16,24.79,48.97
G0004,2023-03-17T12:20:09.4770000Z,0,0,0,-9.94,-5.68,29.88,-9.89,-7.26,52.83,0,0,0,-0.8,13.32,29.09,-2.18,24.81,48.96
G0004,2023-03-17T12:20:13.1650000Z,0,0,0,-9.96,-5.66,29.88,-10.03,-7.25,52.82,0,0,0,-0.78,13.33,29.08,-2.13,24.8,48.97
G0004,2023-03-17T12:20:16.8530000Z,0,0,0,-9.95,-5.64,29.88,-10.02,-7.22,52.83,0,0,0,-0.82,13.32,29.08,-2.21,24.81,48.96
G0004,2023-03-17T12:20:20.2750000Z,0,0,0,-9.95,-5.67,29.88,-9.98,-7.25,52.83,0,0,0,-0.81,13.33,29.08,-2.2,24.82,48.95
G0004,2023-03-17T12:20:24.0260000Z,0,0,0,-9.95,-5.7,29.88,-9.94,-7.28,52.82,0,0,0,-0.84,13.32,29.09,-2.23,24.78,48.98
G0004,2023-03-17T12:20:27.7450000Z,0,0,0,-9.93,-5.68,29.88,-9.96,-7.27,52.83,0,0,0,-0.8,13.32,29.08,-2.18,24.82,48.96
G0004,2023-03-17T12:20:31.4790000Z,0,0,0,-9.95,-5.65,29.88,-9.92,-7.19,52.83,0,0,0,-0.79,13.32,29.09,-2.15,24.78,48.98
G0004,2023-03-17T12:20:35.2290000Z,0,0,0,-9.94,-5.67,29.88,-9.97,-7.24,52.83,0,0,0,-0.79,13.32,29.08,-2.17,24.82,48.96
G0004,2023-03-17T12:20:39.1520000Z,0,0,0,-9.95,-5.69,29.88,-9.98,-7.28,52.82,0,0,0,-0.81,13.31,29.09,-2.18,24.77,48.98
G0004,2023-03-17T12:20:42.7770000Z,0,0,0,-9.94,-5.7,29.88,-9.93,-7.27,52.83,0,0,0,-0.79,13.33,29.08,-2.15,24.8,48.97
G0004,2023-03-17T12:20:46.5120000Z,0,0,0,-9.94,-5.67,29.88,-9.97,-7.23,52.83,0,0,0,-0.8,13.33,29.08,-2.16,24.8,48.97
G0004,2023-03-17T12:20:50.3560000Z,0,0,0,-9.94,-5.67,29.88,-9.97,-7.23,52.83,0,0,0,-0.81,13.31,29.09,-2.2,24.79,48.97
G0004,2023-03-17T12:20:54.1220000Z,0,0,0,-9.95,-5.69,29.88,-9.95,-7.26,52.82,0,0,0,-0.79,13.32,29.09,-2.15,24.78,48.98
G0004,2023-03-17T12:20:58.0290000Z,0,0,0,-9.94,-5.7,29.88,-9.94,-7.27,52.82,0,0,0,-0.78,13.33,29.08,-2.13,24.8,48.97
G0004,2023-03-17T12:21:01.6540000Z,0,0,0,-9.92,-5.7,29.88,-9.94,-7.28,52.83,0,0,0,-0.79,13.32,29.09,-2.16,24.81,48.96
G0004,2023-03-17T12:21:05.3100000Z,0,0,0,-9.92,-5.7,29.88,-9.87,-7.26,52.83,0,0,0,-0.78,13.3,29.09,-2.12,24.75,48.99
G0004,2023-03-17T12:21:09.3100000Z,0,0,0,-9.93,-5.68,29.89,-9.89,-7.21,52.83,0,0,0,-0.77,13.33,29.08,-2.12,24.83,48.95
G0004,2023-03-17T12:21:12.9190000Z,0,0,0,-9.93,-5.71,29.88,-9.96,-7.3,52.82,0,0,0,-0.77,13.32,29.08,-2.12,24.8,48.97
G0004,2023-03-17T12:21:16.5290000Z,0,0,0,-9.92,-5.7,29.88,-9.94,-7.28,52.83,0,0,0,-0.8,13.32,29.08,-2.17,24.79,48.98
G0004,2023-03-17T12:21:20.2790000Z,0,0,0,-9.91,-5.72,29.88,-9.89,-7.29,52.83,0,0,0,-0.83,13.32,29.08,-2.22,24.78,48.97
G0004,2023-03-17T12:21:24.0450000Z,0,0,0,-9.92,-5.72,29.88,-9.94,-7.31,52.83,0,0,0,-0.81,13.32,29.08,-2.19,24.79,48.97
G0004,2023-03-17T12:21:28.1870000Z,0,0,0,-9.91,-5.72,29.88,-9.93,-7.3,52.83,0,0,0,-0.84,13.3,29.09,-2.24,24.78,48.98
G0004,2023-03-17T12:21:31.7960000Z,0,0,0,-9.92,-5.71,29.88,-9.87,-7.25,52.83,0,0,0,-0.84,13.31,29.09,-2.25,24.79,48.97
G0004,2023-03-17T12:21:35.7030000Z,0,0,0,-9.92,-5.74,29.88,-9.9,-7.32,52.82,0,0,0,-0.82,13.31,29.09,-2.21,24.8,48.96
G0004,2023-03-17T12:21:39.4690000Z,0,0,0,-9.9,-5.74,29.88,-9.85,-7.3,52.83,0,0,0,-0.83,13.32,29.08,-2.23,24.78,48.98
G0004,2023-03-17T12:21:43.4690000Z,0,0,0,-9.9,-5.76,29.88,-9.88,-7.35,52.82,0,0,0,-0.82,13.32,29.09,-2.21,24.81,48.96
