UserID,Timepoint,l_shoulder_x,l_shoulder_y,l_shoulder_z,l_elbow_x,l_elbow_y,l_elbow_z,l_wrist_x,l_wrist_y,l_wrist_z,r_shoulder_x,r_shoulder_y,r_shoulder_z,r_elbow_x,r_elbow_y,r_elbow_z,r_wrist_x,r_wrist_y,r_wrist_z
G0004,2023-03-03T12:29:56.2880000Z,0,0,0,-3.62,7.24,30.96,-1.51,-13.67,21.62,0,0,0,7.5,4.37,30.8,13.83,16.05,49.58
G0004,2023-03-03T13:32:24.5040000Z,0,0,0,-1.84,7.5,31.05,-3.52,-13.47,21.76,0,0,0,6.93,6.03,30.65,11.14,18.9,49.25
G0004,2023-03-03T13:42:32.2310000Z,0,0,0,-1.7,7.55,31.05,-3.72,-13.4,21.77,0,0,0,6.8,6.29,30.63,10.66,19.31,49.19
G0004,2023-03-10T09:54:18.0600000Z,0,0,0,-10.46,-4.02,29.97,-11.12,-5.59,52.91,0,0,0,-1.88,12.94,29.21,-10.73,31.95,38.65
G0004,2023-03-14T12:52:45.5240000Z,0,0,0,-10.28,-4.15,30.02,-10.64,-5.64,52.97,0,0,0,-2.23,13.02,29.15,-11.26,31.96,38.57
G0004,2023-03-14T12:52:49.1180000Z,0,0,0,-10.28,-4.17,30.01,-10.72,-5.71,52.96,0,0,0,-2.27,13.08,29.12,-11.34,32.04,38.46
G0004,2023-03-16T11:31:52.4990000Z,0,0,0,-12.88,-0.18,29.29,-7.59,-2.26,51.58,,,,,,,,,
G0004,2023-03-16T11:32:09.6090000Z,0,0,0,-11.62,5.56,29.29,-7.94,1.4,51.61,,,,,,,,,
G0004,2023-03-16T11:32:13.2350000Z,0,0,0,-11.65,5.54,29.28,-7.94,1.33,51.59,,,,,,,,,
G0004,2023-03-16T11:32:16.9220000Z,0,0,0,-11.53,4.75,29.47,-7.82,0.92,51.85,,,,,,,,,
G0004,2023-03-16T11:32:20.4380000Z,0,0,0,-11.53,4.76,29.47,-7.83,0.95,51.84,,,,,,,,,
G0004,2023-03-16T11:32:24.1880000Z,0,0,0,-11.55,4.73,29.46,-7.87,0.89,51.84,,,,,,,,,
G0004,2023-03-16T11:32:27.7980000Z,0,0,0,-11.54,4.76,29.47,-7.85,0.92,51.84,,,,,,,,,
G0004,2023-03-16T11:32:31.3920000Z,0,0,0,-11.53,4.77,29.47,-7.86,0.92,51.84,,,,,,,,,
G0004,2023-03-16T11:32:34.8920000Z,0,0,0,-11.54,4.76,29.47,-7.87,0.9,51.84,,,,,,,,,
G0004,2023-03-16T11:32:38.5800000Z,0,0,0,-11.53,4.76,29.47,-7.86,0.89,51.84,,,,,,,,,
G0004,2023-03-16T11:32:42.1900000Z,0,0,0,-22.14,14.67,-17.85,-33.61,25.31,-1,,,,,,,,,
G0004,2023-03-16T11:32:45.6580000Z,0,0,0,-22.93,20.78,-8.15,-32.9,28.76,10.97,,,,,,,,,
G0004,2023-03-16T11:32:49.2210000Z,0,0,0,-11.28,4.93,29.54,-7.61,0.44,51.8,,,,,,,,,
G0004,2023-03-16T11:32:52.8940000Z,0,0,0,-11.69,5.73,29.23,-8.4,1.86,51.67,,,,,,,,,
G0004,2023-03-16T11:32:56.6750000Z,0,0,0,-11.66,5.77,29.24,-8.4,1.93,51.68,,,,,,,,,
G0004,2023-03-16T11:33:00.1800000Z,0,0,0,-11.65,5.78,29.24,-8.36,1.93,51.67,,,,,,,,,
G0004,2023-03-16T11:33:03.7900000Z,0,0,0,-11.66,5.78,29.23,-8.42,1.91,51.67,,,,,,,,,
G0004,2023-03-16T11:33:07.3060000Z,0,0,0,-11.65,5.78,29.24,-8.45,1.96,51.69,,,,,,,,,
,2023-03-16T11:33:10.9160000Z,,,,,,,,,,,,,,,,,,
,2023-03-16T11:33:14.3690000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:33:18.1830000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:33:21.7150000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:33:25.2300000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:33:29.0740000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:33:32.5590000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:33:36.0900000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:33:39.6080000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:33:43.0610000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:33:46.6700000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:33:50.1710000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:46:07.8620000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T15:24:58.9850000Z,0,0,0,-10.87,-3.62,29.88,-11.19,-5.14,52.83,0,0,0,-2.76,13.12,29.05,-5.8,24.31,48.92
G0004,2023-03-16T15:25:09.6280000Z,0,0,0,-10.86,-3.64,29.88,-11.12,-5.18,52.83,0,0,0,-2.77,13.13,29.05,-5.82,24.32,48.91
G0004,2023-03-16T15:25:23.9430000Z,0,0,0,-10.86,-3.62,29.88,-11.2,-5.15,52.83,0,0,0,-2.79,13.15,29.04,-5.85,24.35,48.89
G0004,2023-03-16T15:25:34.4440000Z,0,0,0,-10.85,-3.65,29.88,-11.15,-5.18,52.83,0,0,0,-2.77,13.14,29.05,-5.82,24.33,48.91
G0004,2023-03-16T15:27:28.8700000Z,0,0,0,-10.79,-3.82,29.88,-11.02,-5.34,52.83,0,0,0,-2.87,13.13,29.04,-5.98,24.29,48.91
G0004,2023-03-16T15:27:42.9800000Z,0,0,0,-10.79,-3.85,29.88,-11.03,-5.38,52.83,0,0,0,-2.92,13.1,29.05,-6.09,24.26,48.91
G0004,2023-03-16T15:22:51.1300000Z,0,0,0,-10.91,-3.52,29.88,-11.2,-5.04,52.82,0,0,0,-2.64,13.16,29.05,-5.58,24.38,48.91
G0004,2023-03-16T15:23:12.0530000Z,0,0,0,-10.91,-3.51,29.88,-11.27,-5.04,52.82,0,0,0,-2.64,13.15,29.05,-5.58,24.37,48.91
G0004,2023-03-16T15:23:25.9590000Z,0,0,0,-10.89,-3.54,29.88,-11.25,-5.07,52.83,0,0,0,-2.64,13.13,29.06,-5.57,24.3,48.95
G0004,2023-03-16T15:23:48.0240000Z,0,0,0,-10.9,-3.53,29.88,-11.22,-5.05,52.83,0,0,0,-2.63,13.17,29.05,-5.56,24.4,48.9
G0004,2023-03-16T15:28:59.0500000Z,0,0,0,-10.75,-3.95,29.88,-11.07,-5.51,52.82,0,0,0,-2.98,13.1,29.04,-6.2,24.25,48.9
G0004,2023-03-16T15:29:16.6130000Z,0,0,0,-10.74,-3.97,29.88,-11,-5.52,52.83,0,0,0,-2.98,13.12,29.03,-6.2,24.29,48.88
G0004,2023-03-17T11:23:32.4250000Z,0,0,0,-11.01,-3.42,29.85,-11.41,-4.92,52.8,0,0,0,-2.47,13.04,29.12,-5.31,24.2,49.03
G0004,2023-03-17T11:23:36.3010000Z,0,0,0,-11.01,-3.4,29.85,-11.41,-4.89,52.8,0,0,0,-2.48,13.04,29.12,-5.31,24.18,49.04
G0004,2023-03-17T11:23:39.8810000Z,0,0,0,-11.01,-3.43,29.85,-11.41,-4.96,52.79,0,0,0,-2.46,13.05,29.11,-5.29,24.22,49.02
G0004,2023-03-17T11:23:43.4750000Z,0,0,0,-11.03,-3.39,29.85,-11.44,-4.89,52.79,0,0,0,-2.51,13.02,29.12,-5.37,24.15,49.05
G0004,2023-03-17T11:23:47.2250000Z,0,0,0,-11.03,-3.39,29.85,-11.47,-4.9,52.79,0,0,0,-2.52,13.04,29.12,-5.41,24.19,49.02
G0004,2023-03-17T11:23:51.0860000Z,0,0,0,-11.03,-3.43,29.84,-11.44,-4.95,52.79,0,0,0,-2.54,13.02,29.12,-5.42,24.14,49.05
G0004,2023-03-17T11:23:54.8990000Z,0,0,0,-11.02,-3.41,29.85,-11.43,-4.92,52.79,0,0,0,-2.57,13.01,29.12,-5.48,24.13,49.05
G0004,2023-03-17T11:23:58.6030000Z,0,0,0,-11.02,-3.44,29.85,-11.39,-4.95,52.79,0,0,0,-2.59,13.01,29.12,-5.52,24.12,49.05
G0004,2023-03-17T11:24:02.2590000Z,0,0,0,-11.02,-3.44,29.85,-11.42,-4.94,52.79,0,0,0,-2.61,13.02,29.11,-5.55,24.13,49.04
G0004,2023-03-17T11:24:05.9620000Z,0,0,0,-11.02,-3.43,29.85,-11.42,-4.91,52.8,0,0,0,-2.64,13,29.12,-5.61,24.1,49.04
G0004,2023-03-17T11:24:09.6190000Z,0,0,0,-11,-3.47,29.85,-11.4,-4.98,52.8,0,0,0,-2.68,13.01,29.11,-5.69,24.11,49.03
G0004,2023-03-17T11:24:13.3220000Z,0,0,0,-11.01,-3.44,29.85,-11.41,-4.92,52.8,0,0,0,-2.72,12.99,29.12,-5.75,24.07,49.04
G0004,2023-03-17T11:24:16.9160000Z,0,0,0,-10.99,-3.5,29.85,-11.34,-5,52.8,0,0,0,-2.76,12.98,29.12,-5.83,24.05,49.04
G0004,2023-03-17T11:24:20.9010000Z,0,0,0,-10.99,-3.52,29.85,-11.35,-5.03,52.79,0,0,0,-2.77,12.98,29.12,-5.87,24.08,49.02
G0004,2023-03-17T11:24:24.5270000Z,0,0,0,-10.98,-3.52,29.85,-11.32,-5.02,52.8,0,0,0,-2.83,12.96,29.12,-5.96,24.01,49.05
G0004,2023-03-17T11:24:28.1830000Z,0,0,0,-10.98,-3.52,29.85,-11.37,-5.02,52.8,0,0,0,-2.86,12.93,29.13,-6.02,23.97,49.06
G0004,2023-03-17T11:24:32.1830000Z,0,0,0,-10.98,-3.51,29.85,-11.38,-4.99,52.8,0,0,0,-2.87,12.96,29.12,-6.03,24.01,49.04
G0004,2023-03-17T11:24:36.1370000Z,0,0,0,-10.96,-3.56,29.85,-11.31,-5.06,52.8,0,0,0,-2.9,12.95,29.12,-6.09,23.99,49.04
G0004,2023-03-17T11:24:39.8710000Z,0,0,0,-10.96,-3.54,29.86,-11.33,-5.02,52.81,0,0,0,-2.93,12.93,29.12,-6.15,23.99,49.03
G0004,2023-03-17T11:24:43.5280000Z,0,0,0,-10.96,-3.59,29.85,-11.31,-5.08,52.8,0,0,0,-2.95,12.93,29.12,-6.2,23.99,49.03
G0004,2023-03-17T11:24:47.5440000Z,0,0,0,-10.96,-3.58,29.85,-11.35,-5.07,52.8,0,0,0,-2.96,12.94,29.12,-6.19,23.96,49.04
G0004,2023-03-17T11:24:51.2160000Z,0,0,0,-10.94,-3.62,29.85,-11.31,-5.12,52.8,0,0,0,-2.96,12.94,29.12,-6.22,23.99,49.02
G0004,2023-03-17T11:24:54.9990000Z,0,0,0,-10.94,-3.62,29.85,-11.31,-5.11,52.8,0,0,0,-2.96,12.92,29.12,-6.21,23.97,49.03
G0004,2023-03-17T11:24:58.5930000Z,0,0,0,-10.95,-3.65,29.85,-11.33,-5.15,52.79,0,0,0,-3,12.93,29.12,-6.26,23.94,49.04
G0004,2023-03-17T11:25:02.2960000Z,0,0,0,-10.95,-3.62,29.85,-11.29,-5.09,52.8,0,0,0,-3.03,12.92,29.12,-6.32,23.93,49.04
G0004,2023-03-17T11:25:05.9370000Z,0,0,0,-10.91,-3.7,29.85,-11.27,-5.21,52.8,0,0,0,-3,12.93,29.12,-6.28,23.95,49.04
G0004,2023-03-03T13:44:19.0470000Z,0,0,0,-1.59,7.57,31.05,-3.88,-13.35,21.77,0,0,0,6.78,6.36,30.62,10.54,19.42,49.18
G0004,2023-03-03T13:44:22.6260000Z,0,0,0,-1.58,7.57,31.05,-3.88,-13.36,21.8,0,0,0,6.77,6.36,30.62,10.52,19.42,49.18
G0004,2023-03-03T13:44:26.2530000Z,0,0,0,-1.63,7.57,31.05,-3.91,-13.36,21.8,0,0,0,6.78,6.37,30.62,10.54,19.43,49.17
G0004,2023-03-03T13:44:29.7060000Z,0,0,0,-1.63,7.58,31.05,-3.89,-13.36,21.8,0,0,0,6.75,6.36,30.63,10.5,19.42,49.19
G0004,2023-03-03T13:44:33.3630000Z,0,0,0,-1.63,7.57,31.05,-3.88,-13.36,21.77,,,,,,,,,
G0004,2023-03-03T13:44:37.0810000Z,0,0,0,-1.63,7.57,31.05,-3.87,-13.37,21.8,0,0,0,6.73,6.36,30.63,10.47,19.41,49.19
G0004,2023-03-03T13:44:40.8780000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-17T11:25:09.6410000Z,0,0,0,-10.91,-3.72,29.85,-11.3,-5.23,52.8,0,0,0,-3.08,12.9,29.12,-6.42,23.9,49.04
G0004,2023-03-17T11:25:13.2990000Z,0,0,0,-10.92,-3.73,29.85,-11.28,-5.23,52.8,0,0,0,-3.1,12.9,29.12,-6.46,23.92,49.02
G0004,2023-03-17T11:25:20.6610000Z,0,0,0,-10.9,-3.75,29.85,-11.28,-5.24,52.8,0,0,0,-3.14,12.88,29.12,-6.52,23.86,49.05
G0004,2023-03-17T11:25:24.4260000Z,0,0,0,-10.88,-3.84,29.85,-11.26,-5.37,52.79,0,0,0,-3.2,12.86,29.13,-6.64,23.81,49.06
G0004,2023-03-17T11:25:28.4580000Z,0,0,0,-10.89,-3.85,29.84,-11.24,-5.36,52.79,0,0,0,-3.21,12.88,29.12,-6.68,23.87,49.02
G0004,2023-03-17T11:25:32.1300000Z,0,0,0,-10.86,-3.87,29.85,-11.15,-5.37,52.8,0,0,0,-3.23,12.87,29.12,-6.69,23.82,49.05
G0004,2023-03-17T11:25:36.1140000Z,0,0,0,-10.85,-3.94,29.85,-11.18,-5.47,52.79,0,0,0,-3.25,12.86,29.12,-6.74,23.81,49.05
G0004,2023-03-17T11:25:40.0370000Z,0,0,0,-10.84,-3.97,29.85,-11.16,-5.5,52.79,0,0,0,-3.29,12.84,29.12,-6.81,23.78,49.05
G0004,2023-03-17T11:25:43.5680000Z,0,0,0,-10.81,-3.98,29.85,-11.16,-5.5,52.8,0,0,0,-3.34,12.81,29.13,-6.9,23.72,49.07
G0004,2023-03-17T11:25:47.3960000Z,0,0,0,-10.78,-4.03,29.86,-11.04,-5.54,52.81,0,0,0,-3.35,12.85,29.12,-6.92,23.78,49.04
G0004,2023-03-17T11:25:51.0060000Z,0,0,0,-10.8,-4.04,29.85,-11.07,-5.55,52.8,,,,,,,,,
G0004,2023-03-17T11:25:55.0680000Z,0,0,0,-10.76,-4.11,29.85,-11.06,-5.64,52.8,0,0,0,-3.41,12.81,29.13,-7.05,23.73,49.04
G0004,2023-03-17T11:25:58.6780000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-17T11:26:02.1960000Z,0,0,0,-10.76,-4.17,29.85,-11.02,-5.72,52.79,0,0,0,-3.47,12.81,29.12,-7.16,23.73,49.02
G0004,2023-03-17T11:26:05.7110000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-17T11:26:09.4920000Z,0,0,0,-10.75,-4.16,29.85,-11.01,-5.69,52.8,0,0,0,-3.52,12.78,29.13,-7.23,23.65,49.05
G0004,2023-03-17T11:26:13.1330000Z,0,0,0,-10.75,-4.15,29.85,-11,-5.69,52.8,0,0,0,-3.58,12.77,29.12,-7.33,23.62,49.05
G0004,2023-03-17T11:26:16.9930000Z,0,0,0,-10.75,-4.16,29.85,-11.03,-5.72,52.8,0,0,0,-3.59,12.77,29.12,-7.36,23.63,49.04
G0004,2023-03-17T11:26:20.6970000Z,0,0,0,-10.73,-4.16,29.86,-11.04,-5.7,52.81,0,0,0,-3.67,12.74,29.12,-7.52,23.59,49.03
G0004,2023-03-17T11:26:24.3530000Z,0,0,0,-10.73,-4.15,29.86,-11.05,-5.68,52.81,0,0,0,-3.65,12.76,29.12,-7.46,23.61,49.04
G0004,2023-03-17T11:26:28.0410000Z,0,0,0,-10.73,-4.19,29.85,-11.01,-5.75,52.8,0,0,0,-3.68,12.75,29.12,-7.53,23.57,49.04
G0004,2023-03-17T11:26:31.7130000Z,0,0,0,-10.73,-4.18,29.86,-10.97,-5.73,52.8,0,0,0,-3.72,12.73,29.12,-7.59,23.54,49.05
G0004,2023-03-17T11:26:35.4630000Z,0,0,0,-10.71,-4.17,29.86,-10.97,-5.71,52.81,0,0,0,-3.73,12.73,29.12,-7.61,23.55,49.04
G0004,2023-03-17T11:26:38.9940000Z,0,0,0,-10.74,-4.19,29.85,-11.02,-5.74,52.8,0,0,0,-3.75,12.73,29.12,-7.66,23.54,49.04
G0004,2023-03-17T11:26:42.9470000Z,0,0,0,-10.72,-4.19,29.86,-11,-5.73,52.8,0,0,0,-3.8,12.72,29.12,-7.74,23.51,49.04
G0004,2023-03-17T11:26:46.7910000Z,0,0,0,-10.72,-4.18,29.86,-10.99,-5.72,52.81,0,0,0,-3.83,12.7,29.12,-7.82,23.51,49.03
G0004,2023-03-17T11:26:50.5880000Z,0,0,0,-10.73,-4.17,29.86,-11.01,-5.71,52.8,0,0,0,-3.87,12.71,29.11,-7.89,23.52,49.01
G0004,2023-03-17T11:28:54.6670000Z,0,0,0,-10.68,-4.18,29.87,-10.92,-5.73,52.82,0,0,0,-4.74,12.41,29.11,-9.48,22.9,49.03
G0004,2023-03-17T11:28:58.3550000Z,0,0,0,-10.71,-4.17,29.87,-10.96,-5.71,52.81,0,0,0,-4.73,12.43,29.1,-9.48,22.95,49
G0004,2023-03-17T11:29:01.9800000Z,0,0,0,-10.69,-4.19,29.87,-10.9,-5.73,52.82,0,0,0,-4.72,12.43,29.11,-9.45,22.92,49.02
G0004,2023-03-16T11:33:53.7340000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:33:57.2960000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:01.1560000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:04.8270000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:08.3430000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:11.8590000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:15.7500000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:19.3910000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:23.2350000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:27.0630000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:30.9070000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:34.7510000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:38.5810000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:42.0810000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:45.6130000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:49.2700000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:52.9900000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:34:56.6300000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:00.3500000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:04.1790000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:07.8660000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:11.5540000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:15.2270000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:19.1020000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:22.5870000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:26.2590000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:29.9470000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:33.6190000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:37.1340000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:40.7750000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:44.2910000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:35:48.0260000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-17T11:29:05.5730000Z,0,0,0,-10.69,-4.17,29.87,-10.93,-5.71,52.82,0,0,0,-4.73,12.41,29.11,-9.48,22.93,49.01
G0004,2023-03-17T11:29:09.3410000Z,0,0,0,-10.7,-4.22,29.86,-10.95,-5.79,52.81,0,0,0,-4.75,12.43,29.1,-9.49,22.92,49.01
G0004,2023-03-17T11:29:12.9510000Z,0,0,0,-10.72,-4.18,29.86,-10.98,-5.72,52.81,0,0,0,-4.71,12.43,29.11,-9.43,22.93,49.02
G0004,2023-03-17T11:29:16.7650000Z,0,0,0,-10.7,-4.18,29.87,-10.95,-5.72,52.81,0,0,0,-4.73,12.42,29.11,-9.47,22.91,49.02
G0004,2023-03-17T11:29:20.3590000Z,0,0,0,-10.68,-4.19,29.87,-10.92,-5.74,52.82,0,0,0,-4.74,12.4,29.12,-9.49,22.9,49.02
G0004,2023-03-16T11:47:51.5500000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:47:55.0040000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:47:58.4420000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:48:02.1920000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:48:05.6460000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:48:09.1460000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:48:12.6010000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:48:16.0220000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:48:19.5540000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:48:23.0690000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:48:26.7410000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:48:30.2730000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:48:33.8660000Z,,,,,,,,,,,,,,,,,,
G0004,2023-03-16T11:48:37.3660000Z,0,0,0,-11.46,-1.38,29.85,-9.85,-3.09,52.73,0,0,0,-3.43,13,29.04,-7.12,24.13,48.83
G0004,2023-03-16T11:48:40.8360000Z,0,0,0,-11.47,-1.38,29.84,-9.83,-3.08,52.72,,,,,,,,,
G0004,2023-03-16T11:48:44.1950000Z,0,0,0,-11.46,-1.35,29.85,-9.83,-3.04,52.72,,,,,,,,,
G0004,2023-03-16T11:48:47.7890000Z,0,0,0,-11.89,-0.4,29.71,-11.28,-1.81,52.66,,,,,,,,,
G0004,2023-03-16T11:48:51.3990000Z,0,0,0,-8.26,12.82,28.13,-14.48,22.52,48.04,,,,,,,,,
G0004,2023-03-16T11:48:54.8530000Z,0,0,0,-9.82,11.37,28.26,-17.57,20.32,47.97,,,,,,,,,
G0004,2023-03-16T11:48:58.1810000Z,0,0,0,-11.57,7.83,28.79,-20.13,13.61,49.34,,,,,,,,,
G0004,2023-03-16T11:49:01.6340000Z,0,0,0,-11.43,5.96,29.29,-20.54,10.74,49.86,,,,,,,,,
G0004,2023-03-16T11:49:05.2120000Z,0,0,0,-14.37,4.75,28.2,0.02,-6.02,42.55,,,,,,,,,
G0004,2023-03-16T11:49:08.7590000Z,0,0,0,-10.04,6.06,29.77,-15.08,9.11,52.01,,,,,,,,,
G0004,2023-03-16T11:49:12.1820000Z,0,0,0,-11.14,1.16,29.98,-12.8,0.47,52.9,,,,,,,,,
G0004,2023-03-16T11:49:15.7130000Z,0,0,0,-30.65,8.42,-3.69,-43.55,11.63,15.08,,,,,,,,,
G0004,2023-03-16T11:49:19.0720000Z,0,0,0,-16.36,5.72,26.9,-26.04,8.47,47.58,,,,,,,,,
G0004,2023-03-16T11:49:22.5100000Z,0,0,0,-11.49,1.33,29.84,-12.38,0.25,52.79,,,,,,,,,
G0004,2023-03-16T11:49:26.0270000Z,0,0,0,-11.66,1.47,29.76,-12.55,0.46,52.72,,,,,,,,,
G0004,2023-03-16T11:49:29.4800000Z,0,0,0,-11.65,1.45,29.77,-12.49,0.4,52.73,,,,,,,,,
G0004,2023-03-16T11:49:32.8390000Z,0,0,0,-11.65,1.52,29.76,-12.54,0.52,52.72,,,,,,,,,
G0004,2023-03-16T11:49:36.4330000Z,0,0,0,-11.66,1.5,29.76,-12.53,0.46,52.72,,,,,,,,,
G0004,2023-03-16T11:49:40.0270000Z,0,0,0,-11.66,1.54,29.76,-12.53,0.51,52.72,,,,,,,,,
G0004,2023-03-16T11:49:43.4960000Z,0,0,0,-11.64,1.54,29.77,-12.47,0.5,52.73,,,,,,,,,
G0004,2023-03-16T11:49:46.9040000Z,0,0,0,-11.64,1.54,29.77,-12.53,0.52,52.73,,,,,,,,,
G0004,2023-03-16T11:49:50.4980000Z,0,0,0,-11.65,1.54,29.76,-12.55,0.51,52.72,,,,,,,,,
G0004,2023-03-17T11:29:24.0640000Z,0,0,0,-10.69,-4.19,29.87,-10.89,-5.74,52.82,0,0,0,-4.77,12.39,29.11,-9.54,22.89,49.02
G0004,2023-03-17T11:29:27.7200000Z,0,0,0,-10.68,-4.17,29.88,-10.92,-5.71,52.82,0,0,0,-4.76,12.42,29.11,-9.51,22.91,49.01
G0004,2023-03-03T13:42:35.7000000Z,0,0,0,-1.74,7.55,31.05,-3.74,-13.4,21.77,0,0,0,6.81,6.31,30.62,10.68,19.33,49.18
G0004,2023-03-03T13:42:39.3880000Z,0,0,0,-1.71,7.55,31.05,-3.76,-13.39,21.76,0,0,0,6.85,6.29,30.62,10.74,19.3,49.18
G0004,2023-03-03T13:42:43.0770000Z,0,0,0,-1.69,7.56,31.05,-3.79,-13.39,21.8,0,0,0,6.82,6.26,30.63,10.7,19.26,49.2
G0004,2023-03-03T13:42:46.6560000Z,0,0,0,-1.66,7.55,31.05,-3.78,-13.38,21.77,0,0,0,6.81,6.26,30.63,10.67,19.26,49.21
G0004,2023-03-03T13:42:50.1250000Z,0,0,0,-1.65,7.55,31.05,-3.77,-13.39,21.77,0,0,0,6.85,6.29,30.62,10.75,19.3,49.18
G0004,2023-03-03T13:42:53.6100000Z,0,0,0,-1.66,7.55,31.05,-3.78,-13.39,21.77,0,0,0,6.81,6.28,30.63,10.7,19.29,49.19
G0004,2023-03-03T13:42:57.0020000Z,0,0,0,-1.67,7.56,31.05,-3.78,-13.38,21.77,0,0,0,6.86,6.27,30.62,10.78,19.27,49.18
G0004,2023-03-03T13:43:00.6750000Z,0,0,0,-1.67,7.55,31.05,-3.8,-13.4,21.8,0,0,0,6.85,6.28,30.62,10.77,19.29,49.18
G0004,2023-03-03T13:43:04.4260000Z,0,0,0,-1.66,7.58,31.05,-3.8,-13.36,21.78,0,0,0,6.81,6.29,30.63,10.7,19.31,49.18
G0004,2023-03-03T13:43:08.0980000Z,0,0,0,-1.66,7.56,31.05,-3.79,-13.38,21.77,0,0,0,6.83,6.31,30.62,10.72,19.37,49.15
G0004,2023-03-03T13:43:11.5520000Z,0,0,0,-1.66,7.55,31.05,-3.8,-13.39,21.8,0,0,0,6.82,6.29,30.63,10.69,19.31,49.19
G0004,2023-03-03T13:43:15.0840000Z,0,0,0,-1.67,7.56,31.05,-3.83,-13.38,21.8,0,0,0,6.8,6.3,30.63,10.66,19.32,49.19
G0004,2023-03-03T13:43:18.9120000Z,0,0,0,-1.67,7.55,31.05,-3.83,-13.38,21.76,0,0,0,6.8,6.32,30.62,10.66,19.35,49.18
G0004,2023-03-03T13:43:22.5070000Z,0,0,0,-1.64,7.56,31.05,-3.82,-13.37,21.77,0,0,0,6.83,6.32,30.62,10.68,19.36,49.17
